                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     99,                0.77677,                 1.3182,                  1.157,                 1.2651,                0.56024,                0.71401,                0.64336,                0.49163,                0.54327,                0.69701,                0.62645,                0.48065,                0.75348,                  1.589,                 1.0611,                 1.3206,             0.00074287,             0.00074287,             0.00074287
                    100,                0.79495,                 1.3087,                 1.1598,                 1.2722,                0.57588,                0.67917,                 0.6377,                0.49797,                0.57149,                 0.6532,                0.62657,                0.48942,                0.75217,                 1.5713,                 1.0759,                 1.3054,             0.00073579,             0.00073579,             0.00073579
                    101,                0.76346,                 1.3483,                 1.1276,                 1.2576,                0.51301,                0.78027,                 0.6179,                0.47997,                0.49736,                 0.7561,                0.60957,                0.47433,                0.79459,                 1.5796,                  1.113,                 1.3526,             0.00072872,             0.00072872,             0.00072872
                    102,                0.76958,                 1.2424,                 1.1205,                 1.2551,                 0.6172,                 0.6116,                0.62923,                 0.4892,                0.56292,                0.62583,                0.61784,                0.47629,                0.74333,                 1.5739,                 1.0778,                  1.301,             0.00072164,             0.00072164,             0.00072164
                    103,                0.79757,                 1.3371,                 1.1473,                 1.2726,                0.56767,                0.67043,                0.62689,                0.48126,                0.55601,                0.67764,                0.61303,                0.46781,                 0.7535,                 1.6735,                 1.0812,                 1.3232,             0.00071457,             0.00071457,             0.00071457
                    104,                0.76778,                 1.2765,                 1.1086,                 1.2422,                0.53616,                0.70496,                0.61807,                0.49221,                0.53491,                0.70152,                0.61744,                0.48168,                0.73636,                 1.5528,                 1.0731,                 1.3085,              0.0007075,              0.0007075,              0.0007075
                    105,                0.76049,                 1.3358,                 1.1334,                 1.2464,                0.58598,                0.66258,                0.63224,                0.48445,                0.57594,                0.65624,                0.61599,                0.46575,                0.78534,                 1.6547,                 1.0974,                 1.3326,             0.00070042,             0.00070042,             0.00070042
                    106,                0.74043,                 1.2776,                 1.1147,                 1.2214,                0.54573,                 0.6841,                0.61467,                0.48612,                0.53136,                  0.673,                0.60111,                0.46928,                0.72015,                 1.6012,                 1.1033,                 1.2769,             0.00069335,             0.00069335,             0.00069335
                    107,                0.74497,                 1.3086,                 1.1218,                 1.2334,                0.53774,                0.74534,                0.64359,                0.51087,                0.52361,                0.72639,                 0.6242,                0.48979,                 0.7279,                 1.5849,                 1.0514,                 1.3072,             0.00068628,             0.00068628,             0.00068628
                    108,                0.74032,                 1.2862,                 1.1075,                 1.2368,                0.60116,                0.67114,                0.64583,                0.50908,                0.58399,                0.65232,                0.62428,                0.49103,                 0.7192,                 1.5685,                 1.0587,                 1.2879,              0.0006792,              0.0006792,              0.0006792
                    109,                0.76891,                  1.315,                 1.1172,                  1.246,                0.59712,                0.67633,                 0.6337,                0.49097,                0.57922,                0.66144,                  0.616,                0.46806,                0.73133,                 1.6434,                 1.0616,                 1.3088,             0.00067213,             0.00067213,             0.00067213
                    110,                0.75516,                 1.3477,                  1.129,                 1.2387,                0.57808,                 0.7028,                0.64198,                0.50467,                0.56201,                0.69405,                0.62719,                 0.4869,                0.72697,                 1.6082,                 1.0281,                 1.3047,             0.00066506,             0.00066506,             0.00066506
                    111,                0.74421,                 1.2833,                 1.1177,                   1.23,                0.59167,                0.67123,                0.63658,                0.49497,                0.56394,                0.68901,                0.62744,                0.48253,                0.75089,                 1.6453,                 1.0432,                  1.316,             0.00065798,             0.00065798,             0.00065798
                    112,                0.74083,                 1.2286,                 1.1013,                 1.2205,                0.58953,                0.69017,                0.63779,                0.50067,                0.57331,                0.68104,                0.61372,                0.47859,                0.73858,                  1.677,                 1.0462,                 1.3088,             0.00065091,             0.00065091,             0.00065091
                    113,                0.74867,                 1.3515,                 1.1283,                 1.2358,                0.59285,                 0.6897,                0.62838,                0.48692,                0.57531,                0.68401,                0.60794,                0.46907,                0.71862,                 1.6605,                 1.0519,                 1.2938,             0.00064384,             0.00064384,             0.00064384
                    114,                0.72616,                 1.2715,                 1.0601,                 1.2156,                0.52231,                  0.704,                0.61512,                0.47869,                0.52653,                0.70148,                0.60735,                0.46767,                0.73595,                 1.5462,                 1.0961,                 1.2974,             0.00063676,             0.00063676,             0.00063676
                    115,                0.75141,                 1.3118,                 1.0842,                 1.2381,                0.56262,                0.69789,                0.63803,                0.49954,                0.54926,                0.68061,                0.61093,                0.48435,                0.74051,                 1.5365,                 1.0541,                 1.3082,             0.00062969,             0.00062969,             0.00062969
                    116,                0.74499,                 1.2679,                 1.0829,                 1.2325,                0.54876,                0.70039,                0.62472,                0.48961,                0.54158,                 0.6953,                 0.6034,                0.47318,                 0.7167,                 1.6182,                 1.1076,                  1.308,             0.00062262,             0.00062262,             0.00062262
                    117,                0.74145,                 1.2376,                 1.0992,                 1.2347,                0.58806,                0.69779,                0.63562,                0.49588,                0.57306,                0.69079,                0.62032,                0.47775,                0.70356,                 1.6704,                 1.0408,                 1.2828,             0.00061554,             0.00061554,             0.00061554
                    118,                0.75673,                 1.2658,                 1.1024,                 1.2453,                0.61603,                0.64041,                0.63268,                0.49348,                0.59764,                0.62401,                 0.6128,                0.47877,                0.73742,                 1.6146,                  1.082,                 1.3149,             0.00060847,             0.00060847,             0.00060847
                    119,                0.72961,                 1.2599,                 1.0846,                  1.221,                0.54058,                0.69543,                0.61815,                0.48188,                0.53987,                0.69685,                0.61755,                0.47082,                0.73159,                 1.5948,                 1.1028,                 1.3107,             0.00060139,             0.00060139,             0.00060139
                    120,                0.71911,                  1.226,                 1.0594,                 1.2247,                0.59912,                0.66295,                0.62208,                0.48252,                0.58261,                0.64654,                0.59506,                0.47623,                0.77744,                  1.576,                 1.1278,                 1.3417,             0.00059432,             0.00059432,             0.00059432
                    121,                0.74208,                 1.3381,                 1.0744,                 1.2422,                0.57452,                0.68528,                0.63437,                0.49384,                0.56197,                0.66949,                0.62712,                 0.4787,                 0.7572,                 1.6387,                 1.0639,                 1.3071,             0.00058725,             0.00058725,             0.00058725
                    122,                 0.7379,                  1.288,                  1.078,                 1.2219,                 0.5674,                0.69605,                0.62882,                0.49267,                0.55049,                0.68172,                0.60448,                0.47217,                 0.7099,                 1.5961,                  1.085,                 1.2915,             0.00058017,             0.00058017,             0.00058017
                    123,                0.72658,                 1.2623,                 1.0941,                 1.2167,                0.56468,                 0.6804,                0.63914,                0.50129,                0.54944,                0.66121,                0.62081,                0.48292,                0.72599,                 1.6078,                 1.0557,                  1.313,              0.0005731,              0.0005731,              0.0005731
                    124,                0.73145,                 1.2451,                 1.0735,                 1.2307,                0.57209,                 0.6921,                0.64001,                0.49903,                 0.5678,                0.68507,                0.62624,                0.48606,                0.72746,                 1.6085,                 1.0574,                 1.2977,             0.00056603,             0.00056603,             0.00056603
                    125,                0.73121,                 1.3131,                 1.0919,                 1.2277,                0.52152,                0.71447,                0.63094,                0.49035,                0.51776,                 0.7007,                 0.6212,                0.48014,                0.74195,                 1.5808,                 1.0678,                 1.2978,             0.00055895,             0.00055895,             0.00055895
                    126,                0.71138,                 1.2491,                 1.0515,                 1.2148,                 0.5439,                0.73655,                0.62536,                0.48371,                0.52861,                0.71736,                0.60123,                0.46361,                0.73421,                 1.7069,                 1.1249,                 1.3173,             0.00055188,             0.00055188,             0.00055188
                    127,                0.71189,                 1.2508,                 1.0697,                 1.2191,                0.57564,                0.68902,                0.63527,                0.48707,                0.55932,                0.67639,                0.61024,                0.47182,                0.74228,                 1.5984,                 1.0717,                 1.3218,             0.00054481,             0.00054481,             0.00054481
                    128,                0.73145,                 1.2971,                 1.0387,                 1.2111,                0.55236,                0.70604,                0.62513,                0.48566,                0.54995,                0.69991,                0.60725,                0.47181,                0.73419,                 1.6467,                 1.0762,                 1.3016,             0.00053773,             0.00053773,             0.00053773
                    129,                0.73118,                  1.294,                 1.0709,                 1.2327,                0.54731,                0.74177,                0.63718,                0.49518,                0.56331,                0.68314,                0.62771,                0.48082,                0.72308,                 1.6233,                   1.05,                 1.3073,             0.00053066,             0.00053066,             0.00053066
                    130,                0.74162,                 1.2577,                 1.0738,                 1.2273,                0.59072,                0.67915,                0.63356,                0.49014,                0.58066,                0.66687,                0.61533,                0.47453,                 0.7418,                 1.6953,                 1.0242,                 1.2964,             0.00052359,             0.00052359,             0.00052359
                    131,                0.71262,                 1.2399,                 1.0609,                 1.2171,                0.56325,                0.71841,                0.62592,                0.48926,                0.55302,                0.70753,                0.60499,                0.46962,                0.72032,                 1.7219,                 1.0793,                  1.299,             0.00051651,             0.00051651,             0.00051651
                    132,                0.71397,                 1.2869,                 1.0607,                  1.222,                0.56392,                0.69571,                0.63404,                0.49693,                0.55097,                0.67895,                0.60721,                0.47582,                0.72692,                  1.626,                  1.046,                 1.2967,             0.00050944,             0.00050944,             0.00050944
                    133,                0.71878,                 1.2834,                 1.0803,                 1.2195,                0.56524,                0.69024,                0.63305,                0.49889,                 0.5956,                0.62935,                0.61645,                0.48705,                0.71132,                 1.5677,                  1.045,                 1.2918,             0.00050236,             0.00050236,             0.00050236
                    134,                0.71453,                 1.2634,                 1.0653,                 1.2105,                0.57739,                0.70877,                0.65451,                0.50353,                0.55991,                0.68738,                0.62729,                0.48891,                0.74186,                 1.6877,                 1.0462,                 1.3203,             0.00049529,             0.00049529,             0.00049529
                    135,                0.72527,                 1.2345,                 1.0389,                 1.2247,                0.56624,                0.71669,                0.63515,                0.50522,                0.55721,                 0.7006,                0.62115,                0.48509,                0.70935,                 1.6621,                  1.049,                 1.2983,             0.00048822,             0.00048822,             0.00048822
                    136,                0.74207,                 1.2705,                 1.0628,                 1.2379,                 0.5528,                0.69187,                0.61425,                0.48324,                 0.5489,                0.68747,                 0.6094,                0.47287,                0.76411,                 1.6393,                 1.1248,                 1.3299,             0.00048114,             0.00048114,             0.00048114
                    137,                 0.7306,                 1.2496,                 1.0451,                 1.2229,                0.55907,                0.69713,                0.63085,                0.49558,                0.55301,                0.68905,                0.62014,                 0.4809,                0.71329,                 1.6646,                 1.0685,                  1.299,             0.00047407,             0.00047407,             0.00047407
                    138,                0.70465,                  1.282,                 1.0483,                 1.2096,                0.54531,                 0.6973,                0.62629,                0.49581,                0.54458,                0.69408,                0.61656,                0.48199,                0.71189,                 1.5996,                 1.0799,                 1.2922,               0.000467,               0.000467,               0.000467
                    139,                0.70603,                 1.2235,                 1.0251,                 1.1907,                0.56407,                 0.7106,                0.64065,                 0.4994,                0.54918,                0.69926,                0.62461,                0.47851,                0.72682,                 1.6503,                 1.0663,                 1.3105,             0.00045992,             0.00045992,             0.00045992
                    140,                0.70886,                 1.2367,                 1.0513,                 1.2007,                 0.5858,                0.66175,                0.62212,                0.49006,                0.57052,                0.64549,                0.60189,                0.46969,                0.71185,                 1.6537,                  1.103,                 1.3056,             0.00045285,             0.00045285,             0.00045285
                    141,                0.71432,                 1.2632,                 1.0489,                 1.2066,                0.53138,                0.74587,                0.61693,                0.48218,                0.52267,                0.72887,                0.60128,                0.46829,                0.72306,                 1.6278,                 1.0881,                 1.3048,             0.00044578,             0.00044578,             0.00044578
                    142,                0.69084,                 1.2658,                 1.0026,                 1.1973,                0.54089,                0.69361,                0.61673,                0.47595,                0.53443,                0.68496,                0.59987,                0.45799,                0.72735,                 1.6261,                 1.0941,                 1.2972,              0.0004387,              0.0004387,              0.0004387
                    143,                0.70187,                   1.23,                 1.0144,                 1.2051,                0.54703,                0.68972,                0.62804,                0.49457,                0.52524,                0.69216,                  0.613,                0.47971,                0.73004,                 1.6854,                 1.0899,                  1.311,             0.00043163,             0.00043163,             0.00043163
                    144,                0.69115,                 1.2251,                 1.0319,                 1.1912,                0.57505,                0.69979,                0.64707,                0.49956,                0.56012,                0.68303,                0.62259,                0.49008,                0.71949,                 1.6522,                  1.047,                 1.2988,             0.00042456,             0.00042456,             0.00042456
                    145,                0.71114,                 1.2852,                 1.0282,                 1.2091,                0.56854,                0.68049,                0.62758,                0.49638,                 0.5621,                0.67566,                0.61491,                0.48046,                0.72425,                 1.6558,                 1.0697,                  1.294,             0.00041748,             0.00041748,             0.00041748
                    146,                0.69051,                 1.2125,                 1.0297,                  1.195,                0.58438,                0.67381,                 0.6322,                0.50127,                0.57231,                0.66018,                0.61518,                0.48318,                0.70375,                 1.6754,                 1.0635,                  1.277,             0.00041041,             0.00041041,             0.00041041
                    147,                0.67619,                 1.2084,                 1.0122,                 1.1815,                0.56918,                0.69234,                 0.6339,                0.49978,                0.55494,                0.67631,                0.61549,                0.48306,                0.71941,                 1.6069,                 1.0502,                 1.2827,             0.00040334,             0.00040334,             0.00040334
                    148,                0.68207,                 1.2338,                 1.0003,                 1.1832,                 0.5012,                0.75287,                0.61863,                 0.4855,                0.48847,                0.73611,                0.60046,                0.47067,                0.71472,                  1.637,                 1.0948,                  1.297,             0.00039626,             0.00039626,             0.00039626
                    149,                0.68834,                 1.2111,                 1.0289,                 1.1978,                0.58484,                0.66733,                0.63269,                0.49253,                0.58328,                0.65369,                0.61883,                0.47885,                0.72694,                 1.6407,                 1.0552,                 1.3064,             0.00038919,             0.00038919,             0.00038919
                    150,                0.66797,                 1.2365,                 1.0012,                  1.174,                0.54561,                0.71782,                0.63592,                0.49766,                0.53515,                0.70661,                0.61755,                0.47731,                0.72426,                 1.6207,                 1.0774,                 1.2978,             0.00038211,             0.00038211,             0.00038211
                    151,                0.66948,                 1.1802,                 1.0362,                 1.1664,                 0.5752,                 0.7204,                0.65309,                0.50944,                0.56069,                0.70364,                0.63064,                0.49157,                0.70636,                 1.7102,                 1.0455,                 1.2768,             0.00037504,             0.00037504,             0.00037504
                    152,                0.66981,                 1.1859,                 1.0084,                 1.1902,                 0.5497,                0.70682,                0.63492,                0.49287,                 0.5676,                0.66019,                0.61953,                0.48188,                0.71003,                 1.7153,                 1.0726,                 1.2766,             0.00036797,             0.00036797,             0.00036797
                    153,                0.65946,                 1.1989,                 0.9935,                 1.1718,                0.55998,                0.70623,                0.62745,                0.49208,                0.55254,                0.66307,                0.61383,                0.47523,                0.70651,                 1.6397,                 1.0832,                 1.2757,             0.00036089,             0.00036089,             0.00036089
                    154,                0.68557,                 1.1943,                 1.0174,                 1.1903,                0.56403,                0.67754,                0.62386,                 0.4858,                0.54744,                0.65835,                0.60533,                0.46927,                0.71051,                 1.6448,                 1.0994,                 1.2953,             0.00035382,             0.00035382,             0.00035382
                    155,                0.67582,                 1.2059,                 1.0081,                 1.1822,                0.55502,                0.72739,                0.63398,                0.50002,                0.54379,                0.71276,                0.60968,                0.47981,                0.70813,                  1.631,                 1.0561,                 1.2761,             0.00034675,             0.00034675,             0.00034675
                    156,                0.67277,                 1.2049,                 1.0122,                 1.1824,                 0.5474,                 0.7462,                0.64256,                0.49967,                0.53594,                0.72382,                0.62276,                0.48158,                0.69813,                 1.6577,                  1.038,                 1.2692,             0.00033967,             0.00033967,             0.00033967
                    157,                0.66575,                 1.2011,                0.99108,                 1.1703,                0.57393,                0.68126,                0.63283,                0.49971,                0.57815,                0.66691,                0.61446,                0.48033,                 0.7117,                 1.6635,                  1.081,                 1.2754,              0.0003326,              0.0003326,              0.0003326
                    158,                0.66637,                 1.1647,                  1.009,                 1.1663,                0.55641,                0.71486,                0.63225,                0.49298,                0.56235,                0.67636,                0.61514,                0.47644,                0.70764,                 1.6871,                  1.063,                  1.277,             0.00032553,             0.00032553,             0.00032553
                    159,                0.66329,                 1.1823,                0.98537,                 1.1688,                0.54501,                0.75176,                0.65201,                0.50456,                0.53652,                0.74055,                0.63344,                0.48482,                0.70602,                 1.7011,                 1.0696,                 1.2817,             0.00031845,             0.00031845,             0.00031845
                    160,                0.65375,                 1.1961,                0.99273,                 1.1629,                0.56414,                0.73038,                0.65084,                0.50403,                0.55066,                0.71605,                 0.6247,                0.48727,                0.72707,                 1.7874,                 1.0509,                 1.3083,             0.00031138,             0.00031138,             0.00031138
                    161,                0.67911,                 1.2081,                 1.0083,                 1.1744,                0.61255,                0.65215,                0.63991,                0.50815,                0.60536,                 0.6341,                0.62217,                0.48779,                0.69284,                 1.6951,                 1.0696,                 1.2691,             0.00030431,             0.00030431,             0.00030431
                    162,                0.66986,                 1.1777,                 1.0085,                 1.1725,                0.56351,                0.70994,                 0.6353,                 0.5043,                0.55572,                0.70234,                0.62245,                0.49061,                0.72728,                 1.7313,                 1.0393,                 1.3007,             0.00029723,             0.00029723,             0.00029723
                    163,                0.69412,                 1.2246,                 1.0178,                 1.1904,                0.54213,                0.68944,                0.62358,                0.48634,                0.52923,                 0.6906,                0.60691,                0.46971,                0.73396,                 1.6994,                 1.0924,                 1.2964,             0.00029016,             0.00029016,             0.00029016
                    164,                0.66374,                 1.1528,                 0.9762,                 1.1734,                0.58833,                 0.6653,                0.63362,                0.50164,                0.58557,                0.66208,                0.62544,                0.48025,                0.71082,                  1.676,                 1.0571,                 1.2812,             0.00028308,             0.00028308,             0.00028308
                    165,                0.66563,                 1.1866,                0.99025,                 1.1667,                0.56794,                0.69136,                 0.6239,                0.49427,                0.55893,                0.68384,                0.61143,                0.47813,                0.73811,                 1.7121,                 1.0696,                 1.3075,             0.00027601,             0.00027601,             0.00027601
                    166,                0.67317,                 1.2005,                0.94488,                 1.1724,                 0.5853,                0.65287,                0.63358,                0.49145,                0.58247,                0.64618,                0.62001,                0.47822,                0.71951,                 1.8022,                 1.0656,                 1.2914,             0.00026894,             0.00026894,             0.00026894
                    167,                0.64211,                 1.1503,                0.99462,                 1.1523,                0.56111,                0.72269,                0.63023,                 0.4952,                0.55931,                0.69852,                0.61241,                0.48136,                0.71161,                 1.7726,                 1.0863,                 1.2858,             0.00026186,             0.00026186,             0.00026186
                    168,                0.65248,                 1.2001,                 1.0112,                 1.1625,                0.56578,                0.72476,                0.64692,                0.51102,                 0.5725,                0.68995,                0.63169,                0.49613,                0.70375,                 1.7191,                 1.0351,                 1.2902,             0.00025479,             0.00025479,             0.00025479
                    169,                0.66764,                 1.1949,                0.99635,                 1.1742,                0.54815,                0.66916,                0.61657,                0.48252,                0.54035,                0.66107,                0.60157,                0.46544,                0.70626,                 1.7452,                 1.1103,                 1.2875,             0.00024772,             0.00024772,             0.00024772
                    170,                0.65442,                 1.1353,                 1.0216,                 1.1588,                0.56209,                0.71559,                0.63678,                0.49661,                0.55194,                0.70439,                0.61765,                 0.4783,                0.70718,                 1.7195,                 1.0953,                 1.2881,             0.00024064,             0.00024064,             0.00024064
                    171,                0.64255,                 1.1273,                0.94811,                 1.1532,                0.56335,                0.72154,                0.64509,                0.50304,                 0.5493,                0.70547,                0.61909,                0.48368,                0.70888,                 1.7264,                 1.0627,                 1.2939,             0.00023357,             0.00023357,             0.00023357
                    172,                0.65681,                 1.1403,                0.97347,                 1.1672,                0.60521,                0.66225,                0.64769,                0.50656,                0.59014,                0.64603,                0.62101,                0.48591,                0.69157,                 1.7173,                 1.0574,                 1.2761,              0.0002265,              0.0002265,              0.0002265
                    173,                0.65654,                 1.1502,                0.95599,                 1.1669,                0.58672,                0.65854,                 0.6282,                0.49833,                0.58326,                0.65289,                0.61595,                 0.4821,                  0.697,                 1.7335,                 1.0829,                 1.2779,             0.00021942,             0.00021942,             0.00021942
                    174,                0.63657,                 1.1704,                0.97417,                 1.1572,                0.55262,                0.72881,                0.64301,                0.49991,                0.54295,                0.70776,                0.61911,                0.48395,                0.71608,                 1.7616,                 1.0708,                 1.2988,             0.00021235,             0.00021235,             0.00021235
                    175,                0.65909,                 1.1899,                0.95851,                 1.1691,                0.59774,                0.66708,                0.64692,                0.49843,                0.58244,                0.64824,                0.62303,                0.48137,                0.71335,                 1.7385,                 1.0739,                 1.2951,             0.00020528,             0.00020528,             0.00020528
                    176,                0.65101,                 1.1707,                0.97297,                 1.1654,                0.57744,                0.68544,                 0.6343,                0.49481,                0.56747,                0.67545,                0.61473,                0.47554,                0.71226,                 1.7173,                 1.0606,                 1.2907,              0.0001982,              0.0001982,              0.0001982
                    177,                0.65782,                 1.1787,                0.98115,                 1.1634,                0.58431,                0.68513,                 0.6339,                0.49727,                 0.5736,                0.67519,                0.61823,                0.47956,                0.70827,                 1.7433,                 1.0668,                 1.2906,             0.00019113,             0.00019113,             0.00019113
                    178,                0.66411,                 1.1731,                0.95105,                 1.1673,                0.59248,                0.71007,                0.65025,                0.50656,                0.57666,                0.69331,                0.62513,                0.48841,                0.71111,                 1.7487,                 1.0648,                 1.2937,             0.00018406,             0.00018406,             0.00018406
                    179,                0.62104,                 1.1239,                0.95534,                 1.1363,                0.59384,                0.66195,                0.62932,                0.50065,                0.58773,                0.65598,                0.61769,                 0.4801,                0.69976,                 1.7423,                 1.0808,                 1.2884,             0.00017698,             0.00017698,             0.00017698
                    180,                0.65537,                 1.1698,                0.95445,                 1.1601,                0.58065,                0.68772,                0.64036,                0.49865,                0.54316,                0.69909,                0.61409,                0.48128,                0.71913,                 1.7404,                 1.0854,                 1.2988,             0.00016991,             0.00016991,             0.00016991
                    181,                0.65768,                 1.1768,                0.96387,                 1.1722,                0.60951,                0.63588,                0.63386,                0.49439,                0.60092,                0.62172,                0.61034,                0.47677,                0.71557,                 1.7014,                 1.0702,                 1.2931,             0.00016283,             0.00016283,             0.00016283
                    182,                0.63475,                 1.1179,                0.94188,                 1.1494,                 0.5914,                0.67021,                0.63884,                0.50159,                0.54179,                0.70662,                0.61667,                0.48532,                 0.7138,                 1.7654,                 1.0882,                 1.2978,             0.00015576,             0.00015576,             0.00015576
                    183,                0.63452,                 1.1519,                0.92825,                 1.1496,                0.59073,                0.68679,                0.64691,                0.50594,                0.57263,                0.67047,                0.62328,                0.49159,                0.70174,                 1.7318,                 1.0602,                 1.2841,             0.00014869,             0.00014869,             0.00014869
                    184,                0.64679,                 1.1345,                0.93412,                 1.1638,                0.57637,                0.66176,                0.64373,                0.50314,                0.56804,                0.64828,                0.62341,                0.48555,                 0.7078,                 1.7232,                 1.0607,                  1.287,             0.00014161,             0.00014161,             0.00014161
                    185,                0.63144,                 1.1408,                0.93435,                 1.1516,                0.59913,                0.65538,                0.64043,                0.50041,                0.58716,                0.64787,                0.61938,                0.48244,                0.70537,                 1.7079,                 1.0791,                 1.2715,             0.00013454,             0.00013454,             0.00013454
                    186,                0.64489,                 1.1551,                0.96298,                 1.1581,                0.63491,                0.61696,                0.63944,                0.50261,                0.63285,                0.60513,                0.62465,                0.48602,                0.71329,                 1.7514,                 1.0634,                 1.2898,             0.00012747,             0.00012747,             0.00012747
                    187,                0.63701,                 1.1646,                0.96081,                 1.1591,                0.58726,                 0.6759,                0.64141,                0.50399,                0.57631,                0.66523,                0.62108,                0.48209,                0.71604,                  1.711,                 1.0689,                 1.2918,             0.00012039,             0.00012039,             0.00012039
                    188,                0.63212,                 1.1188,                0.93123,                 1.1494,                0.56837,                0.69536,                0.62825,                0.50162,                0.58324,                0.65057,                0.61449,                0.48433,                0.71205,                  1.727,                 1.0658,                 1.2939,             0.00011332,             0.00011332,             0.00011332
                    189,                0.61274,                 1.0824,                0.93797,                 1.1293,                0.63945,                0.64318,                0.65201,                0.50886,                0.62287,                0.62642,                0.62599,                0.48993,                0.71307,                 1.7352,                 1.0583,                 1.2949,             0.00010625,             0.00010625,             0.00010625
                    190,                0.62485,                 1.1313,                0.92484,                 1.1524,                 0.6052,                0.65299,                0.64028,                0.50792,                0.59412,                0.64242,                0.62472,                0.48815,                0.70625,                 1.7624,                 1.0701,                 1.2895,             9.9173e-05,             9.9173e-05,             9.9173e-05
                    191,                0.53887,                 1.0035,                0.80517,                 1.0804,                0.57364,                0.65359,                0.62455,                0.49305,                 0.5197,                0.69991,                0.61022,                0.46989,                0.69328,                 1.7079,                 1.0753,                 1.2667,             9.2099e-05,             9.2099e-05,             9.2099e-05
                    192,                0.53038,                 1.0202,                 0.7885,                 1.0903,                0.54827,                0.69755,                0.64166,                0.50446,                0.53938,                0.68634,                0.62002,                0.48212,                0.70199,                  1.716,                 1.0579,                 1.2762,             8.5026e-05,             8.5026e-05,             8.5026e-05
                    193,                0.52152,                0.96592,                 0.7796,                  1.074,                0.59196,                0.68889,                0.64899,                 0.5093,                0.58184,                0.67769,                0.62381,                0.48887,                0.69494,                 1.7091,                 1.0588,                 1.2765,             7.7952e-05,             7.7952e-05,             7.7952e-05
                    194,                0.52222,                0.97827,                0.77007,                 1.0861,                 0.5926,                0.65246,                0.63283,                0.50459,                0.58227,                0.64125,                0.61861,                0.48472,                0.69061,                 1.7239,                 1.0678,                  1.278,             7.0878e-05,             7.0878e-05,             7.0878e-05
                    195,                0.53284,                0.98253,                0.76741,                 1.0836,                 0.6174,                0.63293,                0.63675,                0.49921,                0.59876,                 0.6168,                0.61516,                0.47899,                0.69594,                 1.7068,                 1.0888,                 1.2815,             6.3805e-05,             6.3805e-05,             6.3805e-05
                    196,                0.50528,                0.94533,                0.76528,                 1.0596,                0.55022,                 0.7222,                 0.6324,                0.49794,                0.53403,                0.69989,                0.61322,                0.47663,                0.69865,                 1.7486,                 1.0793,                 1.2861,             5.6731e-05,             5.6731e-05,             5.6731e-05
                    197,                0.51444,                0.96752,                 0.7756,                 1.0739,                0.54596,                0.73722,                0.63334,                0.49942,                0.53984,                0.72523,                0.61799,                0.47875,                0.69233,                 1.7497,                 1.0827,                 1.2826,             4.9658e-05,             4.9658e-05,             4.9658e-05
                    198,                0.51517,                0.96439,                0.76902,                 1.0758,                0.61429,                   0.64,                0.64011,                0.50001,                0.59827,                0.62324,                0.61498,                0.47819,                0.69569,                 1.7576,                 1.0718,                  1.281,             4.2584e-05,             4.2584e-05,             4.2584e-05
                    199,                0.51443,                0.96195,                0.74304,                  1.086,                0.55066,                0.72025,                0.62792,                0.49803,                0.53571,                0.69772,                0.61111,                0.47678,                 0.6929,                 1.7513,                 1.0853,                 1.2832,             3.5511e-05,             3.5511e-05,             3.5511e-05
                    200,                0.50961,                0.97639,                0.74517,                 1.0771,                0.55507,                0.74652,                0.63435,                  0.502,                0.54227,                0.71524,                0.61623,                0.47897,                0.69544,                 1.7331,                 1.0852,                 1.2873,             2.8437e-05,             2.8437e-05,             2.8437e-05
