                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    101,                0.76016,                 1.3233,                 1.0867,                 1.2395,                0.51191,                0.74301,                0.61513,                 0.4841,                0.49268,                0.71622,                0.59002,                 0.4687,                0.71511,                 1.5842,                  1.157,                 1.2639,             0.00072872,             0.00072872,             0.00072872
                    102,                0.74899,                 1.3285,                 1.1037,                 1.2419,                   0.58,                0.70793,                0.65493,                0.51118,                0.56292,                0.69481,                0.62976,                0.48992,                0.71693,                 1.5978,                 1.0785,                 1.2605,             0.00072164,             0.00072164,             0.00072164
                    103,                0.74271,                 1.3265,                 1.0783,                 1.2359,                0.52277,                0.62019,                0.59688,                0.46778,                 0.5344,                0.59253,                0.58096,                0.45065,                0.71256,                 1.5683,                 1.1224,                 1.2675,             0.00071457,             0.00071457,             0.00071457
                    104,                0.74066,                 1.2749,                 1.0931,                   1.23,                0.53401,                  0.698,                0.62739,                0.49155,                0.52365,                0.67746,                0.60467,                0.47178,                0.71534,                 1.5233,                 1.1064,                  1.278,              0.0007075,              0.0007075,              0.0007075
                    105,                0.73964,                  1.277,                 1.0931,                 1.2352,                0.59465,                0.68681,                0.64069,                0.49813,                0.57183,                0.64554,                0.60518,                 0.4754,                0.70186,                 1.6066,                 1.0579,                 1.2647,             0.00070042,             0.00070042,             0.00070042
                    106,                0.72916,                 1.2669,                 1.0954,                 1.2126,                0.58781,                0.68942,                0.62515,                0.48031,                  0.566,                0.65794,                  0.591,                0.46128,                0.70921,                  1.739,                 1.0792,                 1.2751,             0.00069335,             0.00069335,             0.00069335
                    107,                0.73819,                 1.3185,                 1.0789,                 1.2271,                0.58284,                0.65211,                 0.5895,                0.47149,                0.56455,                0.63311,                0.56539,                0.45637,                0.71326,                 1.6131,                 1.0938,                 1.2617,             0.00068628,             0.00068628,             0.00068628
                    108,                0.74692,                 1.3394,                 1.0993,                 1.2347,                0.51166,                0.75866,                0.59207,                0.46555,                0.49538,                0.73917,                0.57173,                0.43443,                0.69862,                 1.5301,                 1.1459,                 1.2525,              0.0006792,              0.0006792,              0.0006792
                    109,                0.72585,                 1.2341,                 1.0556,                 1.2021,                0.57069,                0.71154,                0.62516,                  0.497,                 0.5511,                0.69543,                0.60057,                0.47614,                 0.7115,                 1.5381,                 1.0871,                 1.2551,             0.00067213,             0.00067213,             0.00067213
                    110,                0.71901,                  1.288,                 1.0767,                 1.2101,                0.53284,                0.74455,                0.63094,                 0.4881,                0.51066,                0.71782,                 0.6009,                0.46751,                 0.7122,                  1.561,                 1.0934,                 1.2635,             0.00066506,             0.00066506,             0.00066506
                    111,                0.71908,                 1.2887,                  1.077,                 1.2134,                0.54923,                0.71211,                0.62372,                0.49441,                0.53645,                0.69538,                0.60198,                0.47095,                0.66819,                 1.5644,                 1.0942,                 1.2306,             0.00065798,             0.00065798,             0.00065798
                    112,                0.73907,                 1.3014,                  1.086,                 1.2317,                 0.5613,                0.73669,                0.62945,                0.49434,                0.53899,                0.70983,                0.59913,                0.47567,                0.69824,                 1.5635,                 1.0871,                  1.253,             0.00065091,             0.00065091,             0.00065091
                    113,                0.72449,                 1.2914,                 1.0727,                 1.2034,                0.55485,                0.72381,                0.63386,                0.48523,                0.51702,                0.70317,                 0.5979,                0.46846,                0.72471,                 1.5859,                  1.066,                 1.2825,             0.00064384,             0.00064384,             0.00064384
                    114,                 0.7279,                 1.2486,                 1.0688,                 1.2238,                0.61288,                0.62198,                0.63607,                0.50232,                0.54761,                0.63653,                0.60869,                0.48511,                 0.7375,                 1.6545,                 1.0662,                 1.2965,             0.00063676,             0.00063676,             0.00063676
                    115,                0.74724,                 1.3088,                 1.0603,                 1.2342,                0.54697,                0.77919,                0.63657,                0.49727,                0.53467,                0.74827,                0.60951,                0.48264,                0.73047,                 1.5798,                 1.0759,                 1.2827,             0.00062969,             0.00062969,             0.00062969
                    116,                0.71958,                 1.2549,                 1.0447,                 1.2109,                0.55274,                0.70379,                0.63086,                0.49453,                0.53974,                0.68796,                0.60585,                0.47095,                0.70348,                 1.6037,                 1.0872,                 1.2716,             0.00062262,             0.00062262,             0.00062262
                    117,                0.72646,                 1.2435,                 1.0682,                  1.209,                0.56012,                0.74085,                0.63587,                 0.4997,                0.54632,                0.72078,                0.61547,                0.48159,                0.70121,                  1.527,                 1.0782,                 1.2477,             0.00061554,             0.00061554,             0.00061554
                    118,                0.72461,                 1.2762,                 1.0602,                 1.2152,                0.59124,                0.68536,                0.64678,                0.50788,                0.57356,                0.66697,                0.62328,                0.48961,                0.70511,                 1.7421,                 1.0406,                 1.2726,             0.00060847,             0.00060847,             0.00060847
                    119,                0.71472,                 1.2625,                 1.0432,                 1.2086,                0.56728,                0.70729,                0.63855,                0.50613,                0.54181,                0.69398,                0.61584,                  0.492,                0.71249,                 1.5456,                 1.0396,                 1.2574,             0.00060139,             0.00060139,             0.00060139
                    120,                0.71283,                 1.2368,                 1.0423,                 1.2116,                0.56167,                0.73385,                0.65215,                0.51787,                0.53787,                 0.7118,                0.62382,                 0.4956,                0.70092,                 1.6479,                  1.039,                 1.2545,             0.00059432,             0.00059432,             0.00059432
                    121,                 0.7035,                 1.2639,                 1.0125,                 1.2112,                0.61486,                0.67882,                0.64637,                0.51673,                0.59369,                0.66061,                0.62072,                0.49321,                0.68644,                 1.5143,                 1.0223,                 1.2558,             0.00058725,             0.00058725,             0.00058725
                    122,                0.70568,                  1.304,                 1.0391,                 1.2082,                0.55001,                0.77556,                0.65775,                0.51876,                0.53182,                0.75327,                0.62597,                0.49462,                0.70328,                 1.5578,                 1.0103,                 1.2704,             0.00058017,             0.00058017,             0.00058017
                    123,                  0.698,                 1.2211,                 1.0373,                 1.1878,                0.53548,                 0.7704,                0.64891,                0.51249,                0.52456,                0.75276,                0.63238,                0.49107,                0.70561,                 1.5441,                 1.0399,                 1.2585,              0.0005731,              0.0005731,              0.0005731
                    124,                0.72324,                 1.2217,                 1.0267,                 1.2142,                0.57868,                0.70413,                 0.6493,                0.51258,                 0.6546,                0.57991,                0.61929,                0.48835,                0.70793,                 1.5838,                 1.0202,                 1.2645,             0.00056603,             0.00056603,             0.00056603
                    125,                0.70552,                 1.2336,                 1.0031,                 1.1937,                0.54327,                0.77039,                0.65041,                 0.5093,                0.52413,                0.74652,                 0.6267,                0.49082,                0.72988,                 1.5857,                 1.0609,                   1.27,             0.00055895,             0.00055895,             0.00055895
                    126,                 0.6878,                 1.2497,                 1.0324,                 1.1922,                0.57433,                0.69165,                0.65533,                0.51284,                0.53869,                0.70084,                  0.629,                0.49608,                0.69321,                 1.6023,                  1.072,                 1.2623,             0.00055188,             0.00055188,             0.00055188
                    127,                0.68643,                 1.2294,                 1.0514,                 1.1834,                0.58883,                0.64551,                0.61177,                 0.4751,                0.56576,                0.62859,                0.59773,                0.45284,                0.72089,                 1.5647,                 1.1048,                 1.2656,             0.00054481,             0.00054481,             0.00054481
                    128,                0.71428,                 1.2661,                 1.0374,                 1.2041,                0.56591,                  0.733,                0.64637,                0.50384,                0.53697,                0.73845,                0.62334,                0.48528,                0.70993,                 1.5971,                 1.0271,                 1.2712,             0.00053773,             0.00053773,             0.00053773
                    129,                0.69654,                 1.2425,                 1.0144,                 1.2002,                0.59629,                0.68846,                0.63296,                0.49383,                0.53792,                0.68767,                0.61403,                0.47688,                0.72024,                 1.6291,                 1.0547,                 1.2811,             0.00053066,             0.00053066,             0.00053066
                    130,                0.70274,                 1.2486,                 1.0348,                 1.2062,                0.58481,                0.69529,                0.63688,                0.50002,                0.56681,                0.67638,                0.62044,                0.48289,                0.72412,                 1.5578,                  1.075,                 1.2837,             0.00052359,             0.00052359,             0.00052359
                    131,                0.67878,                 1.2476,                 1.0237,                 1.1848,                0.60109,                0.68397,                0.64419,                0.51511,                0.58577,                0.66438,                0.62389,                0.49891,                    0.7,                  1.629,                 1.0456,                 1.2586,             0.00051651,             0.00051651,             0.00051651
                    132,                0.68879,                 1.2315,                 1.0053,                   1.19,                0.57819,                0.65045,                0.62713,                0.49735,                0.56333,                0.63462,                0.60815,                0.47935,                0.70484,                 1.5895,                 1.0872,                 1.2678,             0.00050944,             0.00050944,             0.00050944
                    133,                0.69546,                 1.2545,                 1.0441,                 1.1916,                0.56983,                0.75971,                0.65585,                0.51864,                 0.5535,                0.73833,                0.63952,                0.50205,                0.69845,                  1.566,                 1.0546,                 1.2505,             0.00050236,             0.00050236,             0.00050236
                    134,                0.70445,                 1.2344,                 1.0061,                 1.1944,                0.62067,                0.63155,                0.65042,                0.52031,                 0.6048,                0.61479,                0.62374,                0.50151,                0.69298,                 1.5979,                  1.068,                 1.2543,             0.00049529,             0.00049529,             0.00049529
                    135,                0.68173,                 1.1985,                 1.0273,                 1.1865,                0.64386,                 0.6632,                0.67649,                0.52749,                0.60708,                 0.6396,                0.63996,                0.50795,                0.70143,                 1.6297,                 1.0193,                   1.25,             0.00048822,             0.00048822,             0.00048822
                    136,                0.68077,                 1.1762,                0.98862,                 1.1798,                0.65889,                0.64471,                0.65977,                0.52452,                0.63905,                0.62552,                0.63303,                 0.5089,                0.69252,                 1.5706,                 1.0389,                 1.2454,             0.00048114,             0.00048114,             0.00048114
                    137,                0.70795,                 1.1873,                 1.0158,                 1.2025,                0.53469,                  0.689,                0.64345,                0.49791,                0.52841,                0.66362,                0.61682,                0.48112,                0.68791,                 1.5551,                 1.0865,                 1.2544,             0.00047407,             0.00047407,             0.00047407
                    138,                0.68152,                 1.1791,                0.99198,                 1.1713,                0.53574,                0.73972,                0.64455,                0.49829,                0.52612,                0.73386,                0.62268,                0.48779,                0.71498,                 1.5792,                 1.0587,                 1.2692,               0.000467,               0.000467,               0.000467
                    139,                0.68485,                 1.1943,                 1.0024,                 1.1851,                 0.5443,                0.77911,                0.64491,                0.51088,                0.52861,                0.75631,                0.62748,                0.49384,                0.67861,                 1.6052,                 1.0219,                 1.2418,             0.00045992,             0.00045992,             0.00045992
                    140,                 0.6796,                 1.2395,                 1.0239,                 1.1832,                  0.569,                0.69638,                 0.6461,                0.51686,                0.54783,                 0.6725,                0.62625,                0.49834,                0.69486,                  1.574,                 1.0314,                 1.2517,             0.00045285,             0.00045285,             0.00045285
                    141,                0.68717,                 1.2095,                  1.017,                 1.1893,                  0.538,                0.78006,                0.64959,                0.51106,                0.52264,                0.71463,                0.62231,                0.49155,                0.69867,                 1.6734,                 1.0395,                  1.268,             0.00044578,             0.00044578,             0.00044578
                    142,                0.68534,                 1.2147,                 1.0142,                 1.1922,                0.64021,                0.63533,                0.64959,                 0.5138,                0.60586,                 0.6227,                0.62364,                 0.4911,                0.69386,                 1.5994,                  1.034,                 1.2609,              0.0004387,              0.0004387,              0.0004387
                    143,                0.66259,                  1.207,                  1.005,                 1.1706,                0.60972,                0.61826,                0.63048,                0.49239,                 0.5517,                0.63703,                0.60862,                0.47652,                0.70518,                 1.5956,                 1.0442,                 1.2736,             0.00043163,             0.00043163,             0.00043163
                    144,                0.67143,                 1.1916,                 1.0169,                  1.175,                0.58652,                0.66746,                0.63808,                 0.5024,                0.56683,                0.64657,                0.61561,                0.48402,                0.69401,                 1.6145,                 1.0773,                 1.2553,             0.00042456,             0.00042456,             0.00042456
                    145,                0.67288,                 1.1963,                0.97902,                 1.1736,                0.55062,                0.71843,                0.63146,                 0.4863,                0.53627,                0.70042,                0.60973,                 0.4705,                0.69523,                 1.6526,                 1.0693,                 1.2732,             0.00041748,             0.00041748,             0.00041748
                    146,                0.67345,                 1.2017,                0.98088,                 1.1735,                0.57339,                 0.7245,                0.63023,                0.49544,                0.55756,                0.70596,                0.61637,                0.47849,                0.70692,                 1.6182,                 1.0404,                 1.2619,             0.00041041,             0.00041041,             0.00041041
                    147,                0.68001,                 1.2085,                0.99388,                 1.1766,                0.57815,                0.67599,                0.63228,                0.50102,                0.54119,                0.71126,                0.61677,                0.48618,                0.71714,                 1.5785,                 1.0851,                  1.267,             0.00040334,             0.00040334,             0.00040334
                    148,                0.66439,                 1.1642,                0.99026,                 1.1724,                0.63716,                0.61105,                0.63772,                0.51057,                0.63361,                0.59843,                0.62466,                 0.4884,                0.70826,                 1.5972,                  1.048,                 1.2577,             0.00039626,             0.00039626,             0.00039626
                    149,                0.65351,                 1.2085,                0.96634,                 1.1516,                0.58175,                0.71376,                0.64196,                0.49658,                0.60214,                0.65895,                0.62648,                0.47953,                0.69809,                 1.5558,                 1.0742,                 1.2591,             0.00038919,             0.00038919,             0.00038919
                    150,                0.67314,                 1.2454,                0.98112,                 1.1764,                 0.5693,                0.73579,                0.65556,                0.51375,                0.55013,                0.70873,                0.62756,                0.49239,                   0.69,                 1.5611,                 1.0643,                 1.2615,             0.00038211,             0.00038211,             0.00038211
                    151,                0.65707,                 1.1622,                0.97006,                 1.1562,                0.55874,                0.71653,                0.63644,                0.49703,                0.53986,                0.69784,                0.61265,                0.47911,                0.69374,                 1.6797,                  1.081,                 1.2621,             0.00037504,             0.00037504,             0.00037504
                    152,                0.65711,                 1.1699,                0.97055,                 1.1645,                0.58437,                0.66754,                0.62628,                0.49023,                0.56552,                0.64615,                 0.5998,                0.46961,                0.69482,                 1.7198,                 1.0706,                 1.2589,             0.00036797,             0.00036797,             0.00036797
                    153,                0.65236,                 1.2012,                 0.9492,                 1.1623,                0.55371,                 0.7389,                0.64167,                0.51114,                0.53842,                0.71971,                0.62173,                0.49004,                0.68952,                 1.6262,                 1.0603,                 1.2414,             0.00036089,             0.00036089,             0.00036089
                    154,                0.66368,                 1.2058,                0.95516,                 1.1654,                0.60402,                0.65498,                0.64546,                0.50887,                0.58759,                 0.6135,                0.61557,                0.48765,                0.69075,                 1.6654,                 1.0582,                 1.2488,             0.00035382,             0.00035382,             0.00035382
                    155,                0.67226,                 1.2336,                  1.018,                 1.1766,                 0.6257,                0.63599,                0.65016,                0.51402,                0.61094,                0.62107,                0.62916,                0.49668,                0.69173,                 1.6335,                 1.0327,                 1.2545,             0.00034675,             0.00034675,             0.00034675
                    156,                0.67005,                 1.1849,                 1.0016,                 1.1681,                0.60954,                0.66586,                0.63807,                0.50119,                0.59501,                0.65016,                0.61339,                0.48491,                0.68609,                 1.6835,                 1.0404,                  1.249,             0.00033967,             0.00033967,             0.00033967
                    157,                0.65257,                 1.2134,                0.97289,                 1.1614,                0.61447,                0.68403,                0.63966,                0.50379,                0.58841,                0.65883,                 0.6113,                0.48145,                 0.7016,                 1.7942,                 1.0609,                 1.2649,              0.0003326,              0.0003326,              0.0003326
                    158,                0.65602,                 1.1774,                0.96673,                  1.166,                0.57777,                0.68124,                0.62618,                0.49409,                 0.5588,                0.65985,                0.61313,                0.47787,                0.70379,                 1.6549,                 1.0894,                 1.2659,             0.00032553,             0.00032553,             0.00032553
                    159,                0.65855,                  1.185,                0.97827,                 1.1641,                0.57845,                0.72352,                0.64677,                0.51436,                0.55496,                0.69748,                0.62425,                 0.4926,                0.68737,                 1.6487,                 1.0828,                 1.2543,             0.00031845,             0.00031845,             0.00031845
                    160,                0.65944,                 1.1588,                0.96802,                 1.1591,                0.62254,                0.62102,                0.62304,                0.49566,                0.61614,                0.61364,                0.61002,                0.47944,                0.70679,                 1.6364,                 1.1249,                 1.2632,             0.00031138,             0.00031138,             0.00031138
                    161,                0.65839,                 1.1666,                 0.9439,                 1.1621,                0.58532,                0.67143,                0.62595,                0.49622,                0.59037,                0.63384,                0.60228,                0.47328,                0.69302,                 1.6043,                  1.108,                 1.2516,             0.00030431,             0.00030431,             0.00030431
                    162,                0.66988,                 1.2024,                0.97625,                 1.1744,                0.56985,                0.69315,                0.63043,                0.49202,                0.55694,                0.67952,                0.60445,                0.47544,                0.70433,                  1.663,                  1.085,                 1.2635,             0.00029723,             0.00029723,             0.00029723
                    163,                0.64878,                 1.1865,                0.91972,                  1.157,                0.55478,                0.74864,                  0.633,                0.50971,                0.54158,                0.74124,                0.61929,                 0.4864,                0.68783,                  1.635,                 1.0717,                 1.2486,             0.00029016,             0.00029016,             0.00029016
                    164,                0.64662,                 1.1737,                0.97013,                 1.1604,                0.57201,                 0.7103,                0.62469,                0.49037,                0.55372,                0.68891,                0.60272,                0.47593,                0.69367,                 1.6903,                 1.0868,                  1.253,             0.00028308,             0.00028308,             0.00028308
                    165,                0.64048,                 1.1629,                0.96459,                  1.153,                0.57366,                0.69223,                0.62206,                0.48838,                0.56216,                0.67024,                0.59972,                0.47358,                0.70011,                 1.6228,                 1.0984,                 1.2559,             0.00027601,             0.00027601,             0.00027601
                    166,                0.63295,                 1.1326,                0.92491,                 1.1389,                0.56806,                0.67757,                0.63241,                0.50237,                0.53274,                0.69674,                 0.6126,                0.48372,                0.68545,                 1.5807,                 1.0614,                 1.2603,             0.00026894,             0.00026894,             0.00026894
                    167,                0.65175,                 1.1779,                0.93954,                 1.1685,                 0.5752,                0.68008,                0.62788,                0.49595,                0.55872,                0.66202,                0.60715,                0.47595,                0.69201,                   1.59,                 1.0549,                  1.271,             0.00026186,             0.00026186,             0.00026186
                    168,                0.65448,                 1.1758,                 0.9356,                 1.1762,                0.51948,                 0.7459,                0.58664,                0.45773,                0.51665,                0.73422,                 0.5773,                0.44535,                0.72282,                 1.6515,                 1.1429,                 1.2898,             0.00025479,             0.00025479,             0.00025479
                    169,                 0.6419,                 1.1234,                 0.9239,                 1.1503,                0.54641,                0.74005,                0.62118,                0.48881,                0.55367,                0.67651,                0.60174,                0.47152,                0.72564,                 1.6394,                 1.0673,                 1.2918,             0.00024772,             0.00024772,             0.00024772
                    170,                0.63999,                  1.181,                0.95632,                 1.1535,                0.52818,                0.73555,                 0.6151,                0.48308,                0.51827,                 0.7233,                0.59815,                0.46433,                0.70153,                 1.6611,                 1.1508,                 1.2705,             0.00024064,             0.00024064,             0.00024064
                    171,                0.64374,                 1.1206,                0.94345,                  1.157,                0.62694,                0.62853,                0.62317,                0.48871,                 0.6219,                0.61213,                0.60182,                 0.4684,                0.69937,                  1.751,                  1.087,                 1.2711,             0.00023357,             0.00023357,             0.00023357
                    172,                0.63034,                   1.12,                0.91592,                 1.1458,                0.61413,                0.63109,                0.61845,                0.48995,                0.59888,                0.61556,                0.59497,                0.47247,                0.68809,                 1.7393,                  1.114,                 1.2741,              0.0002265,              0.0002265,              0.0002265
                    173,                0.63841,                 1.1501,                0.92821,                 1.1645,                0.63702,                0.58557,                0.61049,                0.48468,                0.62293,                0.56974,                0.59529,                0.46652,                0.69207,                 1.7012,                 1.1197,                 1.2751,             0.00021942,             0.00021942,             0.00021942
                    174,                0.63342,                 1.1168,                0.91995,                 1.1605,                0.52901,                0.75371,                0.62122,                0.48811,                0.51642,                0.73788,                0.60679,                0.47349,                0.69182,                 1.6514,                 1.0749,                 1.2687,             0.00021235,             0.00021235,             0.00021235
                    175,                0.62859,                 1.1984,                0.94393,                 1.1432,                0.58044,                0.65129,                0.61647,                0.48996,                0.56646,                0.64295,                0.60098,                0.47135,                0.70796,                 1.7429,                 1.0768,                 1.2679,             0.00020528,             0.00020528,             0.00020528
                    176,                0.63196,                  1.182,                0.94432,                 1.1509,                0.56849,                0.69163,                0.63138,                0.50261,                0.55285,                0.67802,                 0.6115,                0.48224,                0.69406,                 1.6895,                 1.0687,                 1.2782,              0.0001982,              0.0001982,              0.0001982
                    177,                0.63296,                 1.1365,                0.93345,                 1.1479,                0.58272,                0.64973,                0.62371,                0.49816,                0.57126,                0.63609,                0.60811,                0.47788,                0.68675,                 1.6696,                 1.0668,                 1.2617,             0.00019113,             0.00019113,             0.00019113
                    178,                  0.641,                 1.1292,                 0.9232,                 1.1471,                0.60906,                0.62555,                0.62443,                0.49533,                0.60982,                0.60244,                0.60961,                0.48027,                0.68015,                  1.627,                  1.078,                 1.2476,             0.00018406,             0.00018406,             0.00018406
                    179,                0.64487,                 1.1514,                 0.9306,                 1.1602,                0.64264,                0.60797,                0.63291,                0.50584,                0.61634,                  0.607,                0.61877,                0.48882,                0.68367,                 1.6737,                 1.0699,                 1.2567,             0.00017698,             0.00017698,             0.00017698
                    180,                 0.6314,                 1.1573,                0.91977,                 1.1505,                0.64067,                0.61792,                0.62479,                0.49775,                0.62963,                0.60696,                 0.6085,                0.47996,                0.69074,                 1.6976,                 1.0639,                 1.2688,             0.00016991,             0.00016991,             0.00016991
                    181,                0.62528,                 1.1068,                 0.9471,                 1.1443,                0.55087,                0.72822,                0.62355,                0.50462,                0.63462,                0.58912,                0.60998,                0.48194,                0.68487,                 1.6652,                 1.0721,                 1.2576,             0.00016283,             0.00016283,             0.00016283
                    182,                0.62451,                 1.1292,                0.91267,                  1.136,                0.61732,                0.61837,                 0.6163,                 0.4884,                0.51585,                0.74827,                0.60846,                0.47394,                0.69593,                 1.6857,                 1.0961,                 1.2684,             0.00015576,             0.00015576,             0.00015576
                    183,                0.62521,                 1.0971,                0.90671,                 1.1389,                0.58724,                 0.6589,                  0.637,                0.50039,                0.57449,                0.64641,                0.61681,                0.48735,                0.69135,                 1.6693,                 1.0716,                 1.2669,             0.00014869,             0.00014869,             0.00014869
                    184,                0.62375,                 1.1421,                0.92744,                 1.1404,                0.60028,                0.64847,                0.62058,                0.49402,                0.58926,                0.63507,                0.60967,                0.47807,                0.69037,                 1.6657,                 1.1015,                  1.266,             0.00014161,             0.00014161,             0.00014161
                    185,                0.59477,                  1.085,                0.90055,                 1.1242,                0.64118,                0.62629,                0.63783,                0.50393,                0.62545,                0.61045,                0.61541,                 0.4864,                0.68505,                 1.6625,                  1.071,                 1.2671,             0.00013454,             0.00013454,             0.00013454
